id,prediction
002_128_0,0
002_128_16,1
002_128_32,0
002_128_48,0
002_128_64,0
002_128_80,0
002_128_96,0
002_128_112,0
002_128_128,0
002_128_144,0
002_128_160,0
002_128_176,0
002_128_192,1
002_128_208,0
002_128_224,0
002_128_240,1
002_128_256,0
002_128_272,0
002_128_288,0
002_128_304,1
002_128_320,1
002_128_336,0
002_128_352,0
002_128_368,0
002_128_384,1
002_128_400,0
002_128_416,0
002_128_432,0
002_128_448,0
002_128_464,0
002_128_480,0
002_128_496,0
002_128_512,0
002_128_528,0
002_128_544,0
002_128_560,0
002_128_576,0
002_128_592,0
002_144_0,0
002_144_16,0
002_144_32,0
002_144_48,0
002_144_64,0
002_144_80,0
002_144_96,0
002_144_112,0
002_144_128,0
002_144_144,0
002_144_160,0
002_144_176,0
002_144_192,1
002_144_208,1
002_144_224,0
002_144_240,0
002_144_256,0
002_144_272,0
002_144_288,0
002_144_304,1
002_144_320,0
002_144_336,0
002_144_352,0
002_144_368,0
002_144_384,1
002_144_400,1
002_144_416,0
002_144_432,0
002_144_448,0
002_144_464,0
002_144_480,0
002_144_496,0
002_144_512,0
002_144_528,0
002_144_544,0
002_144_560,0
002_144_576,0
002_144_592,0
002_160_0,0
002_160_16,1
002_160_32,1
002_160_48,0
002_160_64,0
002_160_80,0
002_160_96,0
002_160_112,1
002_160_128,1
002_160_144,1
002_160_160,1
002_160_176,1
002_160_192,1
002_160_208,1
002_160_224,0
002_160_240,0
002_160_256,0
002_160_272,0
002_160_288,0
002_160_304,1
002_160_320,1
002_160_336,1
002_160_352,1
002_160_368,1
002_160_384,1
002_160_400,0
002_160_416,0
002_160_432,0
002_160_448,0
002_160_464,0
002_160_480,0
002_160_496,0
002_160_512,0
002_160_528,0
002_160_544,0
002_160_560,0
002_160_576,0
002_160_592,0
002_176_0,1
002_176_16,1
002_176_32,1
002_176_48,0
002_176_64,0
002_176_80,0
002_176_96,0
002_176_112,0
002_176_128,0
002_176_144,0
002_176_160,0
002_176_176,0
002_176_192,0
002_176_208,0
002_176_224,0
002_176_240,0
002_176_256,0
002_176_272,0
002_176_288,0
002_176_304,1
002_176_320,0
002_176_336,0
002_176_352,0
002_176_368,0
002_176_384,0
002_176_400,0
002_176_416,0
002_176_432,0
002_176_448,0
002_176_464,0
002_176_480,0
002_176_496,0
002_176_512,0
002_176_528,0
002_176_544,0
002_176_560,0
002_176_576,1
002_176_592,1
002_192_0,1
002_192_16,1
002_192_32,1
002_192_48,0
002_192_64,0
002_192_80,0
002_192_96,0
002_192_112,0
002_192_128,0
002_192_144,0
002_192_160,0
002_192_176,0
002_192_192,0
002_192_208,0
002_192_224,0
002_192_240,0
002_192_256,0
002_192_272,0
002_192_288,0
002_192_304,1
002_192_320,0
002_192_336,0
002_192_352,0
002_192_368,0
002_192_384,0
002_192_400,0
002_192_416,0
002_192_432,0
002_192_448,0
002_192_464,0
002_192_480,0
002_192_496,0
002_192_512,0
002_192_528,1
002_192_544,1
002_192_560,0
002_192_576,1
002_192_592,1
002_208_0,1
002_208_16,1
002_208_32,1
002_208_48,0
002_208_64,0
002_208_80,0
002_208_96,0
002_208_112,0
002_208_128,0
002_208_144,0
002_208_160,0
002_208_176,0
002_208_192,0
002_208_208,0
002_208_224,0
002_208_240,0
002_208_256,0
002_208_272,0
002_208_288,0
002_208_304,1
002_208_320,1
002_208_336,1
002_208_352,1
002_208_368,0
002_208_384,0
002_208_400,0
002_208_416,0
002_208_432,0
002_208_448,0
002_208_464,0
002_208_480,0
002_208_496,0
002_208_512,0
002_208_528,0
002_208_544,0
002_208_560,0
002_208_576,1
002_208_592,1
002_224_0,1
002_224_16,1
002_224_32,1
002_224_48,0
002_224_64,0
002_224_80,0
002_224_96,0
002_224_112,0
002_224_128,0
002_224_144,0
002_224_160,0
002_224_176,0
002_224_192,0
002_224_208,0
002_224_224,0
002_224_240,0
002_224_256,0
002_224_272,0
002_224_288,0
002_224_304,0
002_224_320,0
002_224_336,0
002_224_352,0
002_224_368,0
002_224_384,0
002_224_400,0
002_224_416,0
002_224_432,0
002_224_448,0
002_224_464,0
002_224_480,0
002_224_496,0
002_224_512,0
002_224_528,0
002_224_544,0
002_224_560,0
002_224_576,1
002_224_592,0
002_240_0,1
002_240_16,1
002_240_32,1
002_240_48,0
002_240_64,0
002_240_80,0
002_240_96,0
002_240_112,0
002_240_128,0
002_240_144,1
002_240_160,1
002_240_176,0
002_240_192,0
002_240_208,0
002_240_224,0
002_240_240,0
002_240_256,0
002_240_272,0
002_240_288,0
002_240_304,0
002_240_320,0
002_240_336,0
002_240_352,0
002_240_368,0
002_240_384,0
002_240_400,0
002_240_416,0
002_240_432,0
002_240_448,0
002_240_464,0
002_240_480,0
002_240_496,0
002_240_512,0
002_240_528,0
002_240_544,0
002_240_560,0
002_240_576,0
002_240_592,0
002_256_0,1
002_256_16,1
002_256_32,1
002_256_48,0
002_256_64,0
002_256_80,0
002_256_96,0
002_256_112,0
002_256_128,1
002_256_144,1
002_256_160,1
002_256_176,0
002_256_192,0
002_256_208,0
002_256_224,0
002_256_240,0
002_256_256,0
002_256_272,0
002_256_288,0
002_256_304,0
002_256_320,0
002_256_336,0
002_256_352,0
002_256_368,1
002_256_384,0
002_256_400,1
002_256_416,1
002_256_432,0
002_256_448,0
002_256_464,0
002_256_480,0
002_256_496,0
002_256_512,0
002_256_528,0
002_256_544,0
002_256_560,0
002_256_576,1
002_256_592,0
002_272_0,1
002_272_16,1
002_272_32,1
002_272_48,0
002_272_64,0
002_272_80,0
002_272_96,0
002_272_112,0
002_272_128,0
002_272_144,1
002_272_160,1
002_272_176,0
002_272_192,0
002_272_208,0
002_272_224,0
002_272_240,0
002_272_256,0
002_272_272,0
002_272_288,0
002_272_304,0
002_272_320,0
002_272_336,0
002_272_352,0
002_272_368,0
002_272_384,0
002_272_400,1
002_272_416,1
002_272_432,0
002_272_448,0
002_272_464,0
002_272_480,0
002_272_496,0
002_272_512,0
002_272_528,0
002_272_544,0
002_272_560,0
002_272_576,1
002_272_592,0
002_288_0,1
002_288_16,1
002_288_32,1
002_288_48,0
002_288_64,0
002_288_80,0
002_288_96,0
002_288_112,0
002_288_128,1
002_288_144,0
002_288_160,1
002_288_176,0
002_288_192,0
002_288_208,0
002_288_224,0
002_288_240,0
002_288_256,0
002_288_272,0
002_288_288,0
002_288_304,0
002_288_320,0
002_288_336,0
002_288_352,0
002_288_368,0
002_288_384,0
002_288_400,1
002_288_416,1
002_288_432,0
002_288_448,0
002_288_464,0
002_288_480,0
002_288_496,0
002_288_512,0
002_288_528,0
002_288_544,0
002_288_560,0
002_288_576,1
002_288_592,1
002_304_0,1
002_304_16,1
002_304_32,1
002_304_48,0
002_304_64,0
002_304_80,0
002_304_96,0
002_304_112,0
002_304_128,0
002_304_144,0
002_304_160,0
002_304_176,0
002_304_192,0
002_304_208,0
002_304_224,0
002_304_240,0
002_304_256,0
002_304_272,0
002_304_288,1
002_304_304,0
002_304_320,0
002_304_336,0
002_304_352,0
002_304_368,0
002_304_384,0
002_304_400,0
002_304_416,0
002_304_432,0
002_304_448,0
002_304_464,0
002_304_480,0
002_304_496,0
002_304_512,0
002_304_528,0
002_304_544,0
002_304_560,0
002_304_576,1
002_304_592,1
002_320_0,1
002_320_16,1
002_320_32,1
002_320_48,0
002_320_64,0
002_320_80,0
002_320_96,0
002_320_112,0
002_320_128,0
002_320_144,0
002_320_160,0
002_320_176,0
002_320_192,0
002_320_208,0
002_320_224,0
002_320_240,0
002_320_256,0
002_320_272,0
002_320_288,0
002_320_304,0
002_320_320,0
002_320_336,0
002_320_352,0
002_320_368,0
002_320_384,0
002_320_400,0
002_320_416,0
002_320_432,0
002_320_448,0
002_320_464,0
002_320_480,0
002_320_496,0
002_320_512,0
002_320_528,0
002_320_544,0
002_320_560,0
002_320_576,1
002_320_592,1
002_336_0,1
002_336_16,1
002_336_32,1
002_336_48,0
002_336_64,0
002_336_80,0
002_336_96,0
002_336_112,0
002_336_128,0
002_336_144,0
002_336_160,0
002_336_176,0
002_336_192,0
002_336_208,0
002_336_224,0
002_336_240,0
002_336_256,0
002_336_272,0
002_336_288,0
002_336_304,0
002_336_320,0
002_336_336,1
002_336_352,1
002_336_368,1
002_336_384,1
002_336_400,0
002_336_416,0
002_336_432,0
002_336_448,0
002_336_464,0
002_336_480,0
002_336_496,0
002_336_512,0
002_336_528,0
002_336_544,0
002_336_560,0
002_336_576,1
002_336_592,1
002_352_0,1
002_352_16,1
002_352_32,1
002_352_48,0
002_352_64,0
002_352_80,0
002_352_96,0
002_352_112,0
002_352_128,0
002_352_144,0
002_352_160,0
002_352_176,0
002_352_192,0
002_352_208,0
002_352_224,0
002_352_240,0
002_352_256,0
002_352_272,0
002_352_288,0
002_352_304,0
002_352_320,0
002_352_336,0
002_352_352,1
002_352_368,1
002_352_384,0
002_352_400,0
002_352_416,0
002_352_432,0
002_352_448,0
002_352_464,0
002_352_480,0
002_352_496,0
002_352_512,0
002_352_528,0
002_352_544,0
002_352_560,0
002_352_576,1
002_352_592,1
002_368_0,1
002_368_16,1
002_368_32,1
002_368_48,1
002_368_64,1
002_368_80,1
002_368_96,1
002_368_112,1
002_368_128,0
002_368_144,0
002_368_160,0
002_368_176,0
002_368_192,0
002_368_208,0
002_368_224,0
002_368_240,0
002_368_256,0
002_368_272,0
002_368_288,0
002_368_304,0
002_368_320,0
002_368_336,0
002_368_352,0
002_368_368,0
002_368_384,0
002_368_400,0
002_368_416,0
002_368_432,0
002_368_448,0
002_368_464,0
002_368_480,0
002_368_496,0
002_368_512,0
002_368_528,0
002_368_544,0
002_368_560,0
002_368_576,1
002_368_592,1
002_384_0,1
002_384_16,1
002_384_32,1
002_384_48,1
002_384_64,1
002_384_80,1
002_384_96,1
002_384_112,1
002_384_128,1
002_384_144,1
002_384_160,1
002_384_176,1
002_384_192,1
002_384_208,1
002_384_224,1
002_384_240,1
002_384_256,1
002_384_272,1
002_384_288,1
002_384_304,1
002_384_320,1
002_384_336,1
002_384_352,1
002_384_368,1
002_384_384,1
002_384_400,1
002_384_416,1
002_384_432,1
002_384_448,1
002_384_464,1
002_384_480,1
002_384_496,1
002_384_512,1
002_384_528,1
002_384_544,1
002_384_560,1
002_384_576,1
002_384_592,1
002_400_0,1
002_400_16,1
002_400_32,1
002_400_48,1
002_400_64,1
002_400_80,1
002_400_96,1
002_400_112,1
002_400_128,1
002_400_144,1
002_400_160,1
002_400_176,1
002_400_192,1
002_400_208,1
002_400_224,1
002_400_240,1
002_400_256,1
002_400_272,1
002_400_288,1
002_400_304,1
002_400_320,1
002_400_336,1
002_400_352,1
002_400_368,1
002_400_384,1
002_400_400,1
002_400_416,1
002_400_432,1
002_400_448,1
002_400_464,1
002_400_480,1
002_400_496,1
002_400_512,1
002_400_528,1
002_400_544,1
002_400_560,1
002_400_576,1
002_400_592,1
002_416_0,1
002_416_16,1
002_416_32,0
002_416_48,0
002_416_64,0
002_416_80,0
002_416_96,0
002_416_112,0
002_416_128,0
002_416_144,1
002_416_160,0
002_416_176,0
002_416_192,0
002_416_208,0
002_416_224,0
002_416_240,0
002_416_256,0
002_416_272,1
002_416_288,1
002_416_304,0
002_416_320,0
002_416_336,0
002_416_352,0
002_416_368,0
002_416_384,0
002_416_400,1
002_416_416,1
002_416_432,1
002_416_448,1
002_416_464,1
002_416_480,1
002_416_496,1
002_416_512,1
002_416_528,1
002_416_544,1
002_416_560,1
002_416_576,1
002_416_592,1
002_432_0,1
002_432_16,1
002_432_32,0
002_432_48,0
002_432_64,0
002_432_80,0
002_432_96,0
002_432_112,0
002_432_128,0
002_432_144,1
002_432_160,0
002_432_176,0
002_432_192,0
002_432_208,0
002_432_224,0
002_432_240,0
002_432_256,0
002_432_272,1
002_432_288,1
002_432_304,0
002_432_320,0
002_432_336,0
002_432_352,0
002_432_368,0
002_432_384,0
002_432_400,0
002_432_416,1
002_432_432,0
002_432_448,0
002_432_464,0
002_432_480,0
002_432_496,0
002_432_512,0
002_432_528,0
002_432_544,1
002_432_560,1
002_432_576,0
002_432_592,0
002_448_0,1
002_448_16,1
002_448_32,0
002_448_48,0
002_448_64,0
002_448_80,0
002_448_96,0
002_448_112,0
002_448_128,0
002_448_144,1
002_448_160,0
002_448_176,0
002_448_192,0
002_448_208,0
002_448_224,0
002_448_240,0
002_448_256,0
002_448_272,1
002_448_288,1
002_448_304,0
002_448_320,0
002_448_336,0
002_448_352,0
002_448_368,0
002_448_384,0
002_448_400,0
002_448_416,1
002_448_432,0
002_448_448,0
002_448_464,0
002_448_480,0
002_448_496,0
002_448_512,0
002_448_528,0
002_448_544,1
002_448_560,1
002_448_576,0
002_448_592,0
002_464_0,1
002_464_16,1
002_464_32,0
002_464_48,0
002_464_64,0
002_464_80,0
002_464_96,0
002_464_112,0
002_464_128,1
002_464_144,1
002_464_160,0
002_464_176,0
002_464_192,0
002_464_208,0
002_464_224,0
002_464_240,0
002_464_256,0
002_464_272,1
002_464_288,1
002_464_304,0
002_464_320,0
002_464_336,0
002_464_352,0
002_464_368,0
002_464_384,0
002_464_400,0
002_464_416,1
002_464_432,0
002_464_448,0
002_464_464,0
002_464_480,0
002_464_496,0
002_464_512,0
002_464_528,0
002_464_544,1
002_464_560,1
002_464_576,0
002_464_592,0
002_480_0,1
002_480_16,1
002_480_32,0
002_480_48,0
002_480_64,0
002_480_80,0
002_480_96,0
002_480_112,0
002_480_128,1
002_480_144,1
002_480_160,0
002_480_176,0
002_480_192,0
002_480_208,0
002_480_224,0
002_480_240,0
002_480_256,0
002_480_272,1
002_480_288,1
002_480_304,0
002_480_320,0
002_480_336,0
002_480_352,0
002_480_368,0
002_480_384,0
002_480_400,0
002_480_416,1
002_480_432,0
002_480_448,0
002_480_464,0
002_480_480,0
002_480_496,0
002_480_512,0
002_480_528,0
002_480_544,1
002_480_560,1
002_480_576,0
002_480_592,0
002_496_0,1
002_496_16,1
002_496_32,0
002_496_48,0
002_496_64,1
002_496_80,0
002_496_96,0
002_496_112,0
002_496_128,1
002_496_144,1
002_496_160,0
002_496_176,0
002_496_192,0
002_496_208,0
002_496_224,0
002_496_240,0
002_496_256,0
002_496_272,1
002_496_288,1
002_496_304,0
002_496_320,0
002_496_336,0
002_496_352,0
002_496_368,0
002_496_384,0
002_496_400,0
002_496_416,1
002_496_432,0
002_496_448,0
002_496_464,0
002_496_480,0
002_496_496,0
002_496_512,0
002_496_528,0
002_496_544,1
002_496_560,1
002_496_576,0
002_496_592,0
002_512_0,1
002_512_16,1
002_512_32,0
002_512_48,0
002_512_64,0
002_512_80,0
002_512_96,0
002_512_112,0
002_512_128,0
002_512_144,1
002_512_160,0
002_512_176,0
002_512_192,0
002_512_208,0
002_512_224,0
002_512_240,0
002_512_256,0
002_512_272,1
002_512_288,1
002_512_304,0
002_512_320,0
002_512_336,0
002_512_352,0
002_512_368,0
002_512_384,0
002_512_400,0
002_512_416,1
002_512_432,0
002_512_448,0
002_512_464,0
002_512_480,0
002_512_496,0
002_512_512,0
002_512_528,0
002_512_544,1
002_512_560,1
002_512_576,0
002_512_592,0
002_528_0,1
002_528_16,1
002_528_32,0
002_528_48,0
002_528_64,0
002_528_80,0
002_528_96,0
002_528_112,0
002_528_128,0
002_528_144,1
002_528_160,0
002_528_176,0
002_528_192,0
002_528_208,0
002_528_224,0
002_528_240,0
002_528_256,0
002_528_272,1
002_528_288,1
002_528_304,0
002_528_320,0
002_528_336,0
002_528_352,0
002_528_368,0
002_528_384,0
002_528_400,0
002_528_416,1
002_528_432,0
002_528_448,0
002_528_464,0
002_528_480,0
002_528_496,0
002_528_512,0
002_528_528,0
002_528_544,1
002_528_560,1
002_528_576,0
002_528_592,0
002_544_0,1
002_544_16,1
002_544_32,0
002_544_48,0
002_544_64,0
002_544_80,0
002_544_96,0
002_544_112,0
002_544_128,0
002_544_144,1
002_544_160,0
002_544_176,0
002_544_192,0
002_544_208,0
002_544_224,0
002_544_240,0
002_544_256,0
002_544_272,1
002_544_288,1
002_544_304,0
002_544_320,0
002_544_336,0
002_544_352,0
002_544_368,0
002_544_384,0
002_544_400,0
002_544_416,1
002_544_432,0
002_544_448,0
002_544_464,0
002_544_480,0
002_544_496,0
002_544_512,0
002_544_528,0
002_544_544,1
002_544_560,1
002_544_576,0
002_544_592,0
002_560_0,1
002_560_16,1
002_560_32,1
002_560_48,0
002_560_64,0
002_560_80,0
002_560_96,0
002_560_112,0
002_560_128,0
002_560_144,1
002_560_160,0
002_560_176,0
002_560_192,0
002_560_208,0
002_560_224,0
002_560_240,0
002_560_256,1
002_560_272,1
002_560_288,1
002_560_304,0
002_560_320,0
002_560_336,0
002_560_352,0
002_560_368,0
002_560_384,0
002_560_400,0
002_560_416,1
002_560_432,0
002_560_448,0
002_560_464,0
002_560_480,0
002_560_496,0
002_560_512,0
002_560_528,0
002_560_544,1
002_560_560,1
002_560_576,0
002_560_592,0
002_576_0,1
002_576_16,1
002_576_32,1
002_576_48,0
002_576_64,0
002_576_80,0
002_576_96,0
002_576_112,0
002_576_128,0
002_576_144,1
002_576_160,0
002_576_176,0
002_576_192,0
002_576_208,0
002_576_224,0
002_576_240,0
002_576_256,1
002_576_272,1
002_576_288,1
002_576_304,0
002_576_320,0
002_576_336,0
002_576_352,0
002_576_368,0
002_576_384,0
002_576_400,0
002_576_416,1
002_576_432,0
002_576_448,0
002_576_464,0
002_576_480,0
002_576_496,0
002_576_512,0
002_576_528,0
002_576_544,1
002_576_560,1
002_576_576,0
002_576_592,0
002_592_0,1
002_592_16,1
002_592_32,1
002_592_48,0
002_592_64,0
002_592_80,0
002_592_96,1
002_592_112,1
002_592_128,0
002_592_144,1
002_592_160,0
002_592_176,0
002_592_192,0
002_592_208,0
002_592_224,0
002_592_240,0
002_592_256,1
002_592_272,1
002_592_288,1
002_592_304,0
002_592_320,0
002_592_336,0
002_592_352,0
002_592_368,0
002_592_384,0
002_592_400,0
002_592_416,1
002_592_432,0
002_592_448,0
002_592_464,0
002_592_480,0
002_592_496,0
002_592_512,0
002_592_528,0
002_592_544,1
002_592_560,1
002_592_576,0
002_592_592,0
003_0_0,1
003_0_16,0
003_0_32,0
003_0_48,0
003_0_64,0
003_0_80,0
003_0_96,0
003_0_112,0
003_0_128,0
003_0_144,1
003_0_160,0
003_0_176,0
003_0_192,0
003_0_208,0
003_0_224,0
003_0_240,0
003_0_256,0
003_0_272,1
003_0_288,1
003_0_304,1
003_0_320,0
003_0_336,0
003_0_352,0
003_0_368,0
003_0_384,0
003_0_400,0
003_0_416,0
003_0_432,1
003_0_448,1
003_0_464,0
003_0_480,0
003_0_496,0
003_0_512,0
003_0_528,0
003_0_544,0
003_0_560,0
003_0_576,1
003_0_592,0
003_16_0,1
003_16_16,0
003_16_32,0
003_16_48,0
003_16_64,0
003_16_80,0
003_16_96,0
003_16_112,0
003_16_128,0
003_16_144,1
003_16_160,0
003_16_176,0
003_16_192,0
003_16_208,0
003_16_224,0
003_16_240,0
003_16_256,0
003_16_272,1
003_16_288,1
003_16_304,1
003_16_320,0
003_16_336,0
003_16_352,0
003_16_368,0
003_16_384,0
003_16_400,0
003_16_416,0
003_16_432,1
003_16_448,1
003_16_464,0
003_16_480,0
003_16_496,0
003_16_512,0
003_16_528,0
003_16_544,0
003_16_560,0
003_16_576,1
003_16_592,1
003_32_0,1
003_32_16,1
003_32_32,0
003_32_48,0
003_32_64,0
003_32_80,0
003_32_96,0
003_32_112,0
003_32_128,0
003_32_144,1
003_32_160,0
003_32_176,0
003_32_192,0
003_32_208,0
003_32_224,0
003_32_240,0
003_32_256,0
003_32_272,1
003_32_288,1
003_32_304,1
003_32_320,0
003_32_336,0
003_32_352,0
003_32_368,0
003_32_384,0
003_32_400,0
003_32_416,0
003_32_432,1
003_32_448,1
003_32_464,0
003_32_480,0
003_32_496,0
003_32_512,0
003_32_528,0
003_32_544,0
003_32_560,0
003_32_576,1
003_32_592,1
003_48_0,1
003_48_16,1
003_48_32,0
003_48_48,0
003_48_64,0
003_48_80,0
003_48_96,0
003_48_112,0
003_48_128,0
003_48_144,1
003_48_160,1
003_48_176,1
003_48_192,1
003_48_208,0
003_48_224,0
003_48_240,1
003_48_256,0
003_48_272,1
003_48_288,1
003_48_304,1
003_48_320,1
003_48_336,1
003_48_352,1
003_48_368,1
003_48_384,1
003_48_400,1
003_48_416,1
003_48_432,1
003_48_448,1
003_48_464,0
003_48_480,0
003_48_496,0
003_48_512,0
003_48_528,0
003_48_544,0
003_48_560,0
003_48_576,1
003_48_592,1
003_64_0,1
003_64_16,1
003_64_32,0
003_64_48,0
003_64_64,1
003_64_80,0
003_64_96,0
003_64_112,0
003_64_128,0
003_64_144,1
003_64_160,1
003_64_176,1
003_64_192,0
003_64_208,0
003_64_224,0
003_64_240,0
003_64_256,0
003_64_272,0
003_64_288,1
003_64_304,1
003_64_320,1
003_64_336,1
003_64_352,1
003_64_368,1
003_64_384,1
003_64_400,1
003_64_416,1
003_64_432,1
003_64_448,1
003_64_464,1
003_64_480,1
003_64_496,1
003_64_512,0
003_64_528,0
003_64_544,1
003_64_560,1
003_64_576,1
003_64_592,1
003_80_0,1
003_80_16,1
003_80_32,0
003_80_48,1
003_80_64,0
003_80_80,0
003_80_96,0
003_80_112,0
003_80_128,0
003_80_144,1
003_80_160,0
003_80_176,0
003_80_192,0
003_80_208,0
003_80_224,0
003_80_240,0
003_80_256,0
003_80_272,0
003_80_288,1
003_80_304,1
003_80_320,0
003_80_336,0
003_80_352,0
003_80_368,0
003_80_384,0
003_80_400,0
003_80_416,0
003_80_432,1
003_80_448,1
003_80_464,0
003_80_480,0
003_80_496,0
003_80_512,0
003_80_528,0
003_80_544,0
003_80_560,0
003_80_576,1
003_80_592,1
003_96_0,1
003_96_16,1
003_96_32,1
003_96_48,1
003_96_64,0
003_96_80,0
003_96_96,0
003_96_112,0
003_96_128,0
003_96_144,1
003_96_160,0
003_96_176,0
003_96_192,0
003_96_208,0
003_96_224,0
003_96_240,0
003_96_256,0
003_96_272,0
003_96_288,1
003_96_304,1
003_96_320,0
003_96_336,0
003_96_352,0
003_96_368,0
003_96_384,0
003_96_400,0
003_96_416,0
003_96_432,1
003_96_448,1
003_96_464,0
003_96_480,0
003_96_496,0
003_96_512,0
003_96_528,0
003_96_544,0
003_96_560,0
003_96_576,1
003_96_592,1
003_112_0,1
003_112_16,1
003_112_32,1
003_112_48,1
003_112_64,1
003_112_80,0
003_112_96,0
003_112_112,0
003_112_128,0
003_112_144,1
003_112_160,0
003_112_176,0
003_112_192,0
003_112_208,0
003_112_224,0
003_112_240,0
003_112_256,0
003_112_272,1
003_112_288,1
003_112_304,1
003_112_320,0
003_112_336,0
003_112_352,0
003_112_368,0
003_112_384,0
003_112_400,0
003_112_416,0
003_112_432,1
003_112_448,1
003_112_464,0
003_112_480,0
003_112_496,0
003_112_512,0
003_112_528,0
003_112_544,0
003_112_560,0
003_112_576,1
003_112_592,1
003_128_0,1
003_128_16,1
003_128_32,1
003_128_48,1
003_128_64,0
003_128_80,1
003_128_96,0
003_128_112,0
003_128_128,0
003_128_144,1
003_128_160,0
003_128_176,0
003_128_192,0
003_128_208,0
003_128_224,0
003_128_240,0
003_128_256,0
003_128_272,1
003_128_288,1
003_128_304,1
003_128_320,0
003_128_336,0
003_128_352,0
003_128_368,0
003_128_384,0
003_128_400,0
003_128_416,0
003_128_432,1
003_128_448,1
003_128_464,0
003_128_480,0
003_128_496,0
003_128_512,0
003_128_528,0
003_128_544,0
003_128_560,0
003_128_576,1
003_128_592,1
003_144_0,1
003_144_16,1
003_144_32,0
003_144_48,0
003_144_64,0
003_144_80,0
003_144_96,0
003_144_112,0
003_144_128,0
003_144_144,1
003_144_160,0
003_144_176,0
003_144_192,0
003_144_208,0
003_144_224,0
003_144_240,0
003_144_256,0
003_144_272,1
003_144_288,1
003_144_304,1
003_144_320,0
003_144_336,0
003_144_352,0
003_144_368,0
003_144_384,0
003_144_400,0
003_144_416,0
003_144_432,1
003_144_448,1
003_144_464,0
003_144_480,0
003_144_496,0
003_144_512,0
003_144_528,0
003_144_544,0
003_144_560,0
003_144_576,1
003_144_592,1
003_160_0,1
003_160_16,1
003_160_32,0
003_160_48,0
003_160_64,0
003_160_80,0
003_160_96,0
003_160_112,0
003_160_128,0
003_160_144,1
003_160_160,0
003_160_176,0
003_160_192,0
003_160_208,0
003_160_224,0
003_160_240,0
003_160_256,0
003_160_272,1
003_160_288,1
003_160_304,1
003_160_320,0
003_160_336,0
003_160_352,0
003_160_368,0
003_160_384,0
003_160_400,0
003_160_416,0
003_160_432,1
003_160_448,1
003_160_464,0
003_160_480,0
003_160_496,0
003_160_512,0
003_160_528,0
003_160_544,0
003_160_560,0
003_160_576,1
003_160_592,1
003_176_0,1
003_176_16,1
003_176_32,0
003_176_48,0
003_176_64,0
003_176_80,0
003_176_96,0
003_176_112,0
003_176_128,0
003_176_144,1
003_176_160,0
003_176_176,0
003_176_192,0
003_176_208,0
003_176_224,0
003_176_240,0
003_176_256,0
003_176_272,1
003_176_288,1
003_176_304,1
003_176_320,0
003_176_336,0
003_176_352,0
003_176_368,0
003_176_384,0
003_176_400,0
003_176_416,0
003_176_432,1
003_176_448,1
003_176_464,0
003_176_480,0
003_176_496,0
003_176_512,0
003_176_528,0
003_176_544,0
003_176_560,0
003_176_576,1
003_176_592,1
003_192_0,1
003_192_16,1
003_192_32,0
003_192_48,0
003_192_64,0
003_192_80,0
003_192_96,0
003_192_112,0
003_192_128,0
003_192_144,0
003_192_160,0
003_192_176,0
003_192_192,0
003_192_208,0
003_192_224,0
003_192_240,0
003_192_256,0
003_192_272,1
003_192_288,1
003_192_304,1
003_192_320,0
003_192_336,0
003_192_352,0
003_192_368,0
003_192_384,0
003_192_400,0
003_192_416,0
003_192_432,0
003_192_448,0
003_192_464,0
003_192_480,0
003_192_496,0
003_192_512,0
003_192_528,0
003_192_544,0
003_192_560,0
003_192_576,1
003_192_592,1
003_208_0,1
003_208_16,1
003_208_32,0
003_208_48,0
003_208_64,0
003_208_80,0
003_208_96,0
003_208_112,0
003_208_128,0
003_208_144,1
003_208_160,0
003_208_176,0
003_208_192,0
003_208_208,0
003_208_224,0
003_208_240,0
003_208_256,0
003_208_272,1
003_208_288,1
003_208_304,1
003_208_320,0
003_208_336,0
003_208_352,0
003_208_368,0
003_208_384,0
003_208_400,0
003_208_416,0
003_208_432,1
003_208_448,0
003_208_464,0
003_208_480,0
003_208_496,0
003_208_512,0
003_208_528,0
003_208_544,0
003_208_560,0
003_208_576,1
003_208_592,1
003_224_0,1
003_224_16,1
003_224_32,1
003_224_48,1
003_224_64,1
003_224_80,1
003_224_96,1
003_224_112,1
003_224_128,1
003_224_144,1
003_224_160,1
003_224_176,1
003_224_192,1
003_224_208,1
003_224_224,1
003_224_240,1
003_224_256,1
003_224_272,1
003_224_288,1
003_224_304,1
003_224_320,1
003_224_336,1
003_224_352,1
003_224_368,1
003_224_384,1
003_224_400,1
003_224_416,1
003_224_432,1
003_224_448,1
003_224_464,1
003_224_480,1
003_224_496,1
003_224_512,1
003_224_528,0
003_224_544,1
003_224_560,1
003_224_576,1
003_224_592,1
003_240_0,1
003_240_16,1
003_240_32,1
003_240_48,1
003_240_64,1
003_240_80,1
003_240_96,1
003_240_112,1
003_240_128,1
003_240_144,1
003_240_160,1
003_240_176,1
003_240_192,1
003_240_208,1
003_240_224,1
003_240_240,1
003_240_256,1
003_240_272,1
003_240_288,1
003_240_304,1
003_240_320,1
003_240_336,1
003_240_352,1
003_240_368,1
003_240_384,1
003_240_400,1
003_240_416,1
003_240_432,1
003_240_448,1
003_240_464,1
003_240_480,1
003_240_496,1
003_240_512,1
003_240_528,1
003_240_544,1
003_240_560,1
003_240_576,1
003_240_592,1
003_256_0,1
